0,5,,,,1-2   行动前*寒霜伴着泪花，你仍看见了她。,2-1-1,1-2前后,1,,,#
1,1,,,,（你见过她的样子）,,,2,0,,#
2,1,,,,（冷气伴着利刃般的冰屑）,,,3,0,,#
3,1,,,,（你知道她的情感）,,,4,0,,#
4,1,,,,（愤怒中带着悲怆）,,,5,0,,#
5,1,,,,（你看过她的意志）,,,6,0,,#
6,4,,,,,,,7,0,,#
7,5,,,,,2-1-2,,8,0,,#
8,1,,,,（你不愿用自己的一己私欲修改她的坚持）,,,9,0,,#
9,1,,,,（但你想让她活下去）,,,10,0,,#
10,1,,,,（你想看到她那高傲的微笑......）,,,11,0,,#
11,1,,,,（你想，让她怀着信念活下去）,,,12,0,,#
12,1,,,,......,,,13,0,,#
13,1,,,,（PRTS仍像平时一样散发着光芒）,,,14,0,,#
14,1,,,,（如果可以，你本不想让任何一个人逝去）,,,15,0,,#
15,1,PRTS,,,您的情绪有些波动，我建议您与目标保持好距离，以免受到伤害。,,,16,0,,#
16,2,,,,你会帮我的对吧？,,,19,0,,#
17,2,,,,......,,,19,0,,#
18,2,,,,你知道我在想什么。,,,19,0,,#
19,1,PRTS,,,我会遵从您的意志。,,,20,0,,#
20,1,,,,......,,,21,0,,#
21,4,,,,,,,22,0,,#
22,5,,,,,2-1-3,,23,0,,#
23,1,阿米娅,-1,Npc_Amiya,她的情感......她的情感在灌输进我的意识......！,,,24,0,,#
24,1,霜星,1,Npc_frstar,我们赔上性命，为了一个成就一个谎言？,,,25,0,,#
25,1,霜星,1,Npc_frstar,为什么，不再多给我一点时间......,,,26,1,-1,#
26,1,灰喉,-1,Npc_GreyThroat_1,她撑不了多久了，我们只需要撑到结束......,,,27,0,,#
27,1,,,,......,,,28,0,,#
28,1,,,,（寒风不断地嘶吼着）,,,29,0,,#
29,1,,,,（你见过这幅场景，见过她心脏的停止）,,,30,0,,#
30,1,,,,（但你听到了她的心跳）,,,31,0,,#
31,1,,,,噗通！噗通！噗通！,,,32,0,,#
32,1,,,,（她的悲愤化作了寒风）,,,33,0,,#
33,1,,,,（但你早就做好了选择）,,,34,0,,#
34,1,你,,,（没有人死在这里）,,,35,0,,#
35,1,你,,,（我会再次战胜你）,,,36,0,,#
36,1,你,,,（让你看到希望......）,,,37,0,,#
37,3,,,,,,,,0,,#
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
