0,5,,,,1-2   行动后*冷风伴着烟霞，她睡你的怀里。,2-2-1,1-2前后,1,,,#
1,1,霜星,0,Npc_frstar,终归......还是假货......,,,2,0,,#
2,1,霜星,0,Npc_frstar,也许就像我们一样,,,3,0,,#
3,1,霜星,0,Npc_frstar,像整个整合运动一样,,,4,0,,#
4,1,霜星,0,Npc_frstar,去吧，去做有意义的事吧！,,,5,0,,#
5,1,,,,......,,,6,0,,#
6,4,,,,,,,7,0,,#
7,5,,,,,2-2-2,,8,0,,#
8,2,,,,说好的责任呢？！,,,11,0,,#
9,2,,,,......,,,11,0,,#
10,2,,,,不是答应要加入罗德岛了吗？,,,11,0,,#
11,1,霜星,,,呵，我的兄弟姐妹......这些傻子，一定想让我活下去。,,,12,0,,#
12,1,霜星,,,我这最后的一点生命......我必须交给值得信任的人......,,,13,0,,#
13,1,霜星,,,呵呵......,,,14,0,,#
14,1,霜星,,,博士？我可以这么叫你吧？,,,15,0,,#
15,1,霜星,,,博士，你我都明白，在这片大地上，我的选择毫无意义。,,,16,0,,#
16,1,霜星,,,但如果可能，我希望我最后的选择，能有一个让我满意的结果。,,,17,0,,#
17,1,霜星,,,用我自己的手......去擦拭我结出的果......,,,18,0,,#
18,2,,,,我可不知道结果是否会让你满意,,,21,0,,#
19,2,,,,......,,,21,0,,#
20,2,,,,只有你才知道结果是否会让你满意,,,21,0,,#
21,1,,,,......,,,22,0,,#
22,1,,,,（她笑了）,,,23,0,,#
23,1,霜星,,,我真有这种资格？,,,24,0,,#
24,1,霜星,,,如果可以，他们也会让我这样做......,,,25,0,,#
25,1,霜星,,,我愿意......加入罗德岛。,,,26,0,,#
26,4,,,,,,,27,0,,#
27,5,,,,,2-2-3,,28,0,,#
28,1,,,,......,,,29,0,,#
29,1,,,,（PRTS光芒闪烁）,,,30,0,,#
30,1,,,,（你抱起她的身体）,,,31,0,,#
31,1,,,,（就像那天一样）,,,32,0,,#
32,1,,,,（这是这次）,,,33,0,,#
33,1,,,,（她的躯体稍微冷了一些）,,,34,0,,#
34,1,,,,......,,,35,0,,#
35,1,,,,（这是我的世界）,,,36,0,,#
36,1,,,,（我希望，她们的脸上充满笑容）,,,37,0,,#
37,3,,,,,,,,0,,#
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
