0,5,,,,1-1   行动后*这是“你”的世界，你会将它撰写。,1-2-1,1-1后,1,,,#
1,1,阿米娅,1,Npc_Amiya,博士，您果然还是一样让人放心，我就知道......,,,2,0,,#
2,1,你,-1,Npc_doctor,......,,,3,0,,#
3,1,,,,（眼前的女孩望着你，脸上露出了甜美的笑容）,,,4,0,,#
4,1,,,,（她让你感到安心）,,,5,0,,#
5,1,,,,（但你的注意还是被手中的prts终端所吸引）,,,6,0,,#
6,1,,,,（链接已完成......）,,,7,0,,#
7,1,阿米娅,1,Npc_Amiya,博士？你还记得prts？,,,8,0,,#
8,1,你,-1,Npc_doctor,神经链接......已经完成了？,,,9,0,,#
9,1,PRTS,,,——欢迎回家，Dr.*PlayerName*,,,10,0,,#
10,1,你,-1,Npc_doctor,从刚才就一直好奇，你原来不止是后勤系统啊？,,,11,0,,#
11,1,PRTS,,,我并不理解您的提问，但是经过检测，您与阿米娅都是安全的，那么我的任务就已经完成了，接下来的路上，我仍会帮助您，但我们的终点，永远在你的手中。,,,12,0,,#
12,1,阿米娅,1,Npc_Amiya,博士，请放心吧，我们也会保护好您的安全的。,,,13,0,,#
13,1,,,,（你看向她，也露出了微笑）,,,14,0,,#
14,1,,,,（她笑了，就如我期望的这般）,,,15,0,,#
15,1,,,,（我的理念，便是拯救这世界的关键）,,,16,0,,#
16,1,,,,（PRTS光芒闪烁）,,,17,0,,#
17,1,,,,（我可以操纵这个时空，虽然只是一点）,,,18,0,,#
18,1,,,,（不管在哪个时空，我都想看到她们的微笑......）,,,19,0,,#
19,1,,,,（我会的，不管在哪个时空，我都想让她们幸福地微笑。）,,,20,0,,#
20,3,,,,,,,,0,,#
