0,5,,,,1-3   行动前*他从未停止过行军，无论命向何方。,3-1-1,1-3前后,1,,,#
1,1,,,,（我想要改变好多东西）,,,39,0,,#
2,1,,,,（我不想让任何一个人逝去）,,,3,0,,#
3,1,,,,（但我的每一个选择都会影响更多的人）,,,4,0,,#
4,1,,,,（甚至，这个世界）,,,5,0,,#
5,1,,,,（要下雪了）,,,6,0,,#
6,1,,,,（你见过这场雪......）,,,7,0,,#
7,1,,,,......,,,8,0,,#
8,4,,,,,,,9,0,,#
9,5,,,,,3-1-2,,10,0,,#
10,1,凯尔希,-1,Npc_Kaltsit_1,你要报复罗德岛吗？爱国者？,,,11,0,,#
11,1,爱国者,1,Npc_aiguozhe,你必须死。,,,12,0,,#
12,1,爱国者,1,Npc_aiguozhe,你，会是大地上最可怖的灾难。,,,13,0,,#
13,2,,,,她的意志很坚定,,,16,0,,#
14,2,,,,她很强,,,16,0,,#
15,2,,,,她认可了我们,,,16,0,,#
16,1,爱国者,1,Npc_aiguozhe,我懂。,,,17,0,,#
17,1,爱国者,1,Npc_aiguozhe,我的女儿只是，放弃了斗争。,,,18,0,,#
18,1,爱国者,1,Npc_aiguozhe,如果她，没有放弃。,,,19,0,,#
19,1,爱国者,1,Npc_aiguozhe,她怎会，容你们活着？,,,20,0,,#
20,1,爱国者,1,Npc_aiguozhe,我不知，你们，用了什么，鬼魅巧语。,,,21,0,,#
21,1,爱国者,1,Npc_aiguozhe,也不知，用了什么，赤血巫术。,,,22,0,,#
22,1,爱国者,1,Npc_aiguozhe,我不因，我的女儿，与你们敌对。,,,23,0,,#
23,1,爱国者,1,Npc_aiguozhe,但我，会在这里，杀死你们。,,,24,0,,#
24,1,爱国者,1,Npc_aiguozhe,我与命运抗争，无数年......今天，我赢了。,,,25,0,,#
25,1,爱国者,1,Npc_aiguozhe,我不会，让整合运动，被记述成，“感染者内乱，而后消灭”，我不会。,,,26,0,,#
26,1,爱国者,1,Npc_aiguozhe_2,......,,,27,0,,#
27,1,凯尔希,-1,Npc_Kaltsit_2,......,,,28,0,,#
28,1,,,,（眼前的巨兽和那天的别无二致）,,,29,0,,#
29,1,,,,（你的理念虽可以触动这个时空）,,,30,0,,#
30,1,,,,（但那仅是你的理念）,,,31,0,,#
31,1,,,,（你可为生者续命，但无法动摇百年的坚持）,,,32,0,,#
32,1,,,,（但，这是他的战争）,,,33,0,,#
33,1,,,,（温迪戈，离死亡最近）,,,34,0,,#
34,1,,,,（但如果，命运教他死在今天）,,,35,0,,#
35,1,,,,（那他，便捏碎命运的喉咙）,,,36,0,,#
36,1,,,,（如果，命运教他杀死眼前的我们）,,,37,0,,#
37,1,,,,（那他，便踩尸体上，再把命运剁碎）,,,38,0,,#
38,1,,,,（命运净是嘲弄，但他只相信他）,,,39,0,,#
39,1,,,,（他只相信，战争的结果）,,,40,0,,#
40,1,,,,......,,,41,1,2,#
41,1,爱国者,0,Npc_aiguozhe,整合运动，不会失败。,,,42,0,,#
42,1,爱国者,0,Npc_aiguozhe,即使是你，是你带领。,,,43,0,,#
43,1,,,,......,,,44,0,,#
44,1,,,,（爱国者的矛头指向了你）,,,45,0,,#
45,1,爱国者,0,Npc_aiguozhe,我不相信，巧语邪术。我只，打赢战争。,,,46,0,,#
46,1,爱国者,0,Npc_aiguozhe,罗德岛，我将进军。,,,47,0,,#
47,3,,,,,,,48,0,,#
