0,5,,,,1-1   行动前*无论你来自何方，你都将走向你的结局。,1-1-1,1-1前-1,1,,,#
1,1,,-1,Npc_doctor,（眼前的景象，熟悉又模糊。）,,,2,0,,#
2,1,,-1,Npc_doctor,（为何......）,,,3,0,,#
3,1,,-1,Npc_doctor,（刺耳的声音响彻周遭，但那眼前的景象却仍是这般平静。）,,,4,0,,#
4,1,,-1,Npc_doctor,（时间，停下了吗？）,,,5,0,,#
5,1,,-1,Npc_doctor,（不，它仍然在动。）,,,6,0,,#
6,1,,-1,Npc_doctor,（不只是时间，包括，我的心脏......）,,,7,0,,#
7,1,,-1,Npc_doctor,（这里是？）,,,8,0,,#
8,1,,-1,Npc_doctor,（我的房间？）,,,9,0,,#
9,1,,,,......,,,10,0,,#
10,1,,,,......,,,11,0,,#
11,1,,,,......,,,12,0,,#
12,1,,,,（空气静的可怕，你意识到这里应该是你的房间，但却总觉得有一种奇怪的感觉挥之不去。）,,,13,0,,#
13,1,,,,（你的办公桌，你坐的椅子，你眼前的镜子，还有镜子里你那，缺乏睡眠的脸。）,,,14,0,,#
14,1,,,,（明明没有任何问题。）,,,15,0,,#
15,1,？？？,1,Npc_doctor_black,......,,,16,0,,#
16,1,你,-1,Npc_doctor,“你是？”,,,19,0,,#
17,1,,,,（那奇怪的感觉并非空穴来风，眼前的空间好似扭曲一般，忽然化成一道人影。）,,,19,0,,#
18,1,你,-1,Npc_doctor,“你是？”,,,19,0,,#
19,1,？？？,1,Npc_doctor_black,“我？”,,,20,0,,#
20,1,,,,（你与他异口同声地发出疑问。）,,,21,0,,#
21,1,,,,......,,,22,0,,#
22,1,,,,......,,,23,0,,#
23,1,,,,（空气，再次陷入了寂静。）,,,24,0,,#
24,1,,,,（你细心的打量着眼前这个家伙，却发现他也在仔细地打量着你。）,,,25,0,,#
25,1,,,,（你疯狂运作的大脑想要寻找出另一个与眼前这个家伙相似的人物，但最终还是停留在了一个人身上。）,,,26,0,,#
26,1,,,,（你自己。）,,,27,0,,#
27,1,,,,......,,,28,0,,#
28,1,,,,（最终，对方率先打破了这沉寂的空气。）,,,29,0,,#
29,1,博士？,1,Npc_doctor_black,喂，你是博士对吧？,,,30,0,,#
30,1,你,-1,Npc_doctor,......,,,31,0,,#
31,1,博士？,1,Npc_doctor_black,看来是没错了，妈的，看来祈祷还是有点用......,,,32,0,,#
32,1,,,,（他突然停止了自言自语，接着死死地望向了你）,,,33,0,,#
33,1,博士？,1,Npc_doctor_black,你是谁？,,,34,0,,#
